audio_file,video_file,caption,gram_volume,cosine_loss_sum,cosine_loss_lv,cosine_loss_la,cosine_loss_va
file_0M9NVhkm_DY_445.wav,file_0M9NVhkm_DY_445.mp4,"dinosaurs bellowing",0.863794,2.028373,0.709322,0.703153,0.615898
file_0vQuT1uJbE4_10.wav,file_0vQuT1uJbE4_10.mp4,"cattle, bovinae cowbell",0.907319,2.246948,0.744236,0.839094,0.663618
file_0s0FLwW_Zsk_0.wav,file_0s0FLwW_Zsk_0.mp4,"chainsawing trees",0.789170,1.801141,0.682378,0.625059,0.493704
file_0VR9AllnQ0c_16.wav,file_0VR9AllnQ0c_16.mp4,"playing flute",0.829171,1.905822,0.682427,0.658743,0.564652
file_0mWVufJIAdQ_30.wav,file_0mWVufJIAdQ_30.mp4,"male singing",0.904380,2.240873,0.792886,0.811288,0.636698
file_-2toZf00LvI_12.wav,file_-2toZf00LvI_12.mp4,"bowling impact",0.785880,2.198917,0.797580,0.987965,0.413372
file_0eocQuIVq4s_14.wav,file_0eocQuIVq4s_14.mp4,"door slamming",0.985701,2.814526,0.832833,1.002368,0.979324
file_0WkfP8GAR4M_142.wav,file_0WkfP8GAR4M_142.mp4,"yodelling",0.818902,1.970462,0.655602,0.802919,0.511942
file_-1LGZONdjkY_64.wav,file_-1LGZONdjkY_64.mp4,"playing trumpet",0.805057,1.843059,0.684089,0.641570,0.517400
file_0FtIepwRoH4_25.wav,file_0FtIepwRoH4_25.mp4,"tractor digging",0.899944,2.292283,0.788942,0.892811,0.610530
file_-eeHCs9RqiU_25.wav,file_-eeHCs9RqiU_25.mp4,"sharpen knife",0.848973,2.126935,0.678638,0.889999,0.558298
file_-cGxEhd3A-Y_42.wav,file_-cGxEhd3A-Y_42.mp4,"people eating apple",0.942750,2.524461,0.768853,0.996742,0.758867
file_-7884X3Z6b4_30.wav,file_-7884X3Z6b4_30.mp4,"male speech, man speaking",0.977431,2.640426,0.830891,0.884509,0.925026
file_0eTrzI5-ong_30.wav,file_0eTrzI5-ong_30.mp4,"playing zither",0.936281,2.403090,0.736504,0.761535,0.905051
file_0nhIGRSsfUU_10.wav,file_0nhIGRSsfUU_10.mp4,"train wheels squealing",0.910667,2.354690,0.795314,0.926007,0.633368
file_0rZyMfRdPww_180.wav,file_0rZyMfRdPww_180.mp4,"sliding door",0.845972,2.060837,0.737239,0.797690,0.525908
file_0sSOetHgO-k_20.wav,file_0sSOetHgO-k_20.mp4,"engine accelerating, revving, vroom",0.850191,1.983817,0.710221,0.684318,0.589278
file_0HaOUEGWOSw_30.wav,file_0HaOUEGWOSw_30.mp4,"people running",0.917569,2.330201,0.727303,0.903211,0.699687
file_0DJKwJKxXzs_76.wav,file_0DJKwJKxXzs_76.mp4,"running electric fan",0.902924,2.336185,0.840631,0.898068,0.597487
file_0OH28bnOdEE_58.wav,file_0OH28bnOdEE_58.mp4,"people gargling",0.901572,2.228969,0.745503,0.837366,0.646100
file_-3sX4pIZa8c_1.wav,file_-3sX4pIZa8c_1.mp4,"canary calling",0.839234,2.037788,0.777451,0.747196,0.513141
file_-au7F5reGTI_140.wav,file_-au7F5reGTI_140.mp4,"people humming",0.869504,2.367560,0.882412,0.967603,0.517545
file_-DvBRaivb3g_179.wav,file_-DvBRaivb3g_179.mp4,"striking pool",0.925514,2.430546,0.757066,0.969856,0.703624
file_0slZetCrlis_30.wav,file_0slZetCrlis_30.mp4,"printer printing",0.981654,2.673687,0.913616,0.914608,0.845463
file_0RN4IMxl7Ng_68.wav,file_0RN4IMxl7Ng_68.mp4,"barn swallow calling",0.861311,2.078725,0.645581,0.819700,0.613444
file_0PTg-TtxWzY_30.wav,file_0PTg-TtxWzY_30.mp4,"playing french horn",0.846752,2.005013,0.760265,0.681640,0.563108
file_-4lxNixEQ2A_3.wav,file_-4lxNixEQ2A_3.mp4,"penguins braying",0.919177,2.368793,0.667031,0.924833,0.776930
file_0lqIgwPfRas_51.wav,file_0lqIgwPfRas_51.mp4,"hail",0.926655,2.357145,0.815658,0.866215,0.675273
file_0Wb08qcuPCI_30.wav,file_0Wb08qcuPCI_30.mp4,"raining",0.916559,2.280324,0.725075,0.847988,0.707260
file_0wxS0zlMnag_160.wav,file_0wxS0zlMnag_160.mp4,"playing piano",0.846480,2.034585,0.753859,0.746129,0.534596
file_0RWFBYy2E2k_149.wav,file_0RWFBYy2E2k_149.mp4,"tap dancing",0.890851,2.123325,0.700329,0.711175,0.711822
file_0wqZM5o6Woc_14.wav,file_0wqZM5o6Woc_14.mp4,"snake hissing",0.913921,2.253263,0.707089,0.821799,0.724375
file_0PxytBLZkZA_400.wav,file_0PxytBLZkZA_400.mp4,"playing cello",0.833247,1.973282,0.763834,0.672141,0.537307
file_0VW4nelMODc_271.wav,file_0VW4nelMODc_271.mp4,"swimming",0.908919,2.251281,0.679787,0.843868,0.727626
file_--0PQM4-hqg_30.wav,file_--0PQM4-hqg_30.mp4,"waterfall burbling",0.922212,2.321069,0.771075,0.863022,0.686971
file_0RzliHHKoHQ_30.wav,file_0RzliHHKoHQ_30.mp4,"male speech, man speaking",0.976099,2.635716,0.885450,0.929125,0.821141
file_0Ns-U5aM4ZY_30.wav,file_0Ns-U5aM4ZY_30.mp4,"engine accelerating, revving, vroom",0.845236,2.005275,0.769320,0.674314,0.561641
file_0oXXoyIdiyA_0.wav,file_0oXXoyIdiyA_0.mp4,"playing ukulele",0.958829,2.481017,0.832039,0.802048,0.846930
file_-e21Kzh-dEU_91.wav,file_-e21Kzh-dEU_91.mp4,"playing trombone",0.898226,2.169981,0.778450,0.696304,0.695225
file_0_O9CSTsckA_30.wav,file_0_O9CSTsckA_30.mp4,"playing bass guitar",0.852210,2.002768,0.755270,0.625372,0.622126
file_0G2C2jrNbak_40.wav,file_0G2C2jrNbak_40.mp4,"playing banjo",0.824474,1.996661,0.783859,0.718664,0.494137
file_0JCDxeSNIhE_325.wav,file_0JCDxeSNIhE_325.mp4,"playing squash",0.873008,2.096041,0.655333,0.798835,0.641873
file_0ReRU3F4o4Q_1.wav,file_0ReRU3F4o4Q_1.mp4,"playing tabla",0.766032,1.716268,0.655409,0.575332,0.485528
file_-B8a7An5Rqs_30.wav,file_-B8a7An5Rqs_30.mp4,"male singing",0.845909,2.153463,0.796353,0.859016,0.498094
file_0f1FPzZw7lU_53.wav,file_0f1FPzZw7lU_53.mp4,"cutting hair with electric trimmers",0.938591,2.391474,0.736058,0.875120,0.780296
file_0HBJuYt2Eys_32.wav,file_0HBJuYt2Eys_32.mp4,"disc scratching",0.806299,1.925832,0.698595,0.752841,0.474397
file_0KHKXKb12ME_200.wav,file_0KHKXKb12ME_200.mp4,"sharpen knife",0.951314,2.496265,0.763755,0.935531,0.796980
file_-4YxFFstS9E_29.wav,file_-4YxFFstS9E_29.mp4,"missile launch",0.911329,2.226191,0.730491,0.787321,0.708379
file_0uzlwkI4Zv0_445.wav,file_0uzlwkI4Zv0_445.mp4,"arc welding",0.908541,2.281250,0.694362,0.884999,0.701890
file_0U0eNtkoeW4_30.wav,file_0U0eNtkoeW4_30.mp4,"child singing",0.859103,2.030497,0.759529,0.665764,0.605203
file_-agadk426xM_21.wav,file_-agadk426xM_21.mp4,"people battle cry",0.971781,2.589745,0.854822,0.911948,0.822975
file_-9ummbDsgFM_30.wav,file_-9ummbDsgFM_30.mp4,"chainsawing trees",0.766862,1.726953,0.667258,0.578154,0.481541
file_-aNuyRVE25c_88.wav,file_-aNuyRVE25c_88.mp4,"roller coaster running",0.814438,1.889321,0.725511,0.636880,0.526930
file_-8p7pwxhob8_0.wav,file_-8p7pwxhob8_0.mp4,"playing harmonica",0.893338,2.135301,0.728495,0.698463,0.708343
file_0eG0h--CsUk_14.wav,file_0eG0h--CsUk_14.mp4,"lions roaring",0.928342,2.445712,0.696356,0.970836,0.778519
file_0nPtStqMn3Q_109.wav,file_0nPtStqMn3Q_109.mp4,"dog howling",0.859946,2.072531,0.709033,0.793431,0.570068
file_0PN6A6IDAp4_30.wav,file_0PN6A6IDAp4_30.mp4,"car engine starting",0.920135,2.344309,0.722546,0.909177,0.712586
file_-71Sh7BGYu8_250.wav,file_-71Sh7BGYu8_250.mp4,"church bell ringing",0.875041,2.182987,0.747515,0.861038,0.574434
file_-bxI3HLANw0_16.wav,file_-bxI3HLANw0_16.mp4,"bird squawking",0.865821,2.068907,0.711726,0.767143,0.590038
file_0l9DYeLisyY_322.wav,file_0l9DYeLisyY_322.mp4,"playing marimba, xylophone",0.754090,1.685170,0.649399,0.567097,0.468674
file_-5dtmOk-Q2Q_60.wav,file_-5dtmOk-Q2Q_60.mp4,"playing piano",0.838346,1.934477,0.684822,0.668668,0.580987
file_0IAwAjhm-qU_181.wav,file_0IAwAjhm-qU_181.mp4,"dog whimpering",0.943027,2.421022,0.724488,0.871978,0.824556
file_0E5A89NCIJE_310.wav,file_0E5A89NCIJE_310.mp4,"basketball bounce",0.908010,2.240019,0.808733,0.774120,0.657165
file_-2TjevpJuAs_30.wav,file_-2TjevpJuAs_30.mp4,"playing acoustic guitar",0.857385,2.039831,0.740773,0.728521,0.570537
file_0rLECbTbygM_120.wav,file_0rLECbTbygM_120.mp4,"playing erhu",0.875945,2.107897,0.683271,0.797925,0.626701
file_0fsFWLev-q4_257.wav,file_0fsFWLev-q4_257.mp4,"running electric fan",0.963591,2.600755,0.828232,0.979924,0.792599
file_-8zyGG5y3io_30.wav,file_-8zyGG5y3io_30.mp4,"female speech, woman speaking",0.883589,2.211915,0.890212,0.693929,0.627773
file_-drfe7nm88k_30.wav,file_-drfe7nm88k_30.mp4,"playing harp",0.769372,1.743156,0.687478,0.566234,0.489443
file_0qxS_qq-vH8_112.wav,file_0qxS_qq-vH8_112.mp4,"tapping guitar",0.927483,2.318266,0.706578,0.818405,0.793283
file_-ej17LDVOJc_22.wav,file_-ej17LDVOJc_22.mp4,"cat meowing",0.942499,2.484493,0.691290,0.921425,0.871779
file_0dWF5opVEXg_40.wav,file_0dWF5opVEXg_40.mp4,"playing saxophone",0.883115,2.144732,0.821751,0.659504,0.663477
file_0E8deE2ksOw_124.wav,file_0E8deE2ksOw_124.mp4,"yodelling",0.992527,2.880187,0.903237,0.939377,1.037573
file_0FeDthkc9Dc_20.wav,file_0FeDthkc9Dc_20.mp4,"gibbon howling",0.931030,2.320374,0.741936,0.773027,0.805412
file_-C6cbmMaENE_319.wav,file_-C6cbmMaENE_319.mp4,"striking pool",0.933125,2.402545,0.752021,0.918850,0.731674
file_-0zIOEW3mM4_26.wav,file_-0zIOEW3mM4_26.mp4,"pheasant crowing",0.953089,2.550054,0.814475,0.977863,0.757715
file_-9NoQ1XeqS8_30.wav,file_-9NoQ1XeqS8_30.mp4,"printer printing",0.870681,2.109181,0.774011,0.757418,0.577752
file_0LzLjAplzmA_114.wav,file_0LzLjAplzmA_114.mp4,"bowling impact",0.923207,2.369897,0.838856,0.878191,0.652850
file_0I_4OWydbJI_440.wav,file_0I_4OWydbJI_440.mp4,"child speech, kid speaking",0.893525,2.228217,0.773632,0.847263,0.607322
file_0tRkJ1CppTA_40.wav,file_0tRkJ1CppTA_40.mp4,"mynah bird singing",0.819417,2.050668,0.723327,0.849702,0.477639
file_-1rZFviqTTQ_3.wav,file_-1rZFviqTTQ_3.mp4,"sharpen knife",0.871387,2.063118,0.698757,0.740252,0.624109
file_-6ODGR0PdYA_32.wav,file_-6ODGR0PdYA_32.mp4,"singing bowl",0.800198,1.822497,0.673091,0.633964,0.515442
file_-C-EGagVRfc_11.wav,file_-C-EGagVRfc_11.mp4,"fire truck siren",0.859443,2.049311,0.749354,0.727211,0.572747
file_0pz8bFAYl9M_30.wav,file_0pz8bFAYl9M_30.mp4,"male speech, man speaking",0.865864,2.168797,0.863489,0.753868,0.551440
file_0H7iesPsXjI_380.wav,file_0H7iesPsXjI_380.mp4,"slot machine",0.980438,2.678751,0.866577,0.956025,0.856148
file_-AJ-i44WlRc_273.wav,file_-AJ-i44WlRc_273.mp4,"people finger snapping",0.975222,2.683490,0.827385,0.995218,0.860888
file_0g2N9MU9rYc_9.wav,file_0g2N9MU9rYc_9.mp4,"skiing",0.860244,2.098678,0.681358,0.836024,0.581296
file_0lPdVM01xXw_30.wav,file_0lPdVM01xXw_30.mp4,"child singing",0.917602,2.432381,0.922504,0.616670,0.893207
file_-19HsqaVOHU_3.wav,file_-19HsqaVOHU_3.mp4,"crow cawing",0.958505,2.620584,0.748074,1.004675,0.867836
file_0v7tlKlPswI_24.wav,file_0v7tlKlPswI_24.mp4,"dog howling",0.907501,2.256842,0.720412,0.858512,0.677918
file_-3cXcRajPSc_30.wav,file_-3cXcRajPSc_30.mp4,"raining",0.869932,2.219161,0.726197,0.917949,0.575015
file_-1ABuaSkkio_30.wav,file_-1ABuaSkkio_30.mp4,"male singing",0.861760,2.193126,0.809944,0.859583,0.523599
file_0mySctvwmfY_30.wav,file_0mySctvwmfY_30.mp4,"car passing by",0.828755,2.026859,0.790827,0.744402,0.491630
file_0Dsj7uXhs-8_440.wav,file_0Dsj7uXhs-8_440.mp4,"church bell ringing",0.874025,2.084776,0.750543,0.721954,0.612279
file_0kar1O-1Ckk_114.wav,file_0kar1O-1Ckk_114.mp4,"playing french horn",0.818587,1.931813,0.725240,0.704549,0.502023
file_-9lhTURiG5A_30.wav,file_-9lhTURiG5A_30.mp4,"male singing",0.893751,2.261037,0.842610,0.830302,0.588125
file_0VeCqFvVUQg_40.wav,file_0VeCqFvVUQg_40.mp4,"people hiccup",0.905985,2.463265,0.875675,0.993038,0.594552
file_-d6AgTYFgIE_30.wav,file_-d6AgTYFgIE_30.mp4,"playing acoustic guitar",0.862220,2.064100,0.739741,0.751255,0.573104
file_0_g2HIA5DSQ_578.wav,file_0_g2HIA5DSQ_578.mp4,"playing bassoon",0.858487,1.998438,0.704809,0.643626,0.650003
file_0qCpDOKkppQ_101.wav,file_0qCpDOKkppQ_101.mp4,"parrot talking",0.874821,2.067763,0.686555,0.734226,0.646981
file_-D7Od7iYq0A_30.wav,file_-D7Od7iYq0A_30.mp4,"playing marimba, xylophone",0.785048,1.786914,0.702370,0.524692,0.559853
file_0KweewGN-aY_30.wav,file_0KweewGN-aY_30.mp4,"people whistling",0.877632,2.260873,0.813011,0.896713,0.551150
file_0r-jq-oo-mI_500.wav,file_0r-jq-oo-mI_500.mp4,"orchestra",0.839592,1.964148,0.696757,0.712407,0.554984
file_-BlCcJuYqVA_297.wav,file_-BlCcJuYqVA_297.mp4,"zebra braying",0.895354,2.269347,0.690690,0.915003,0.663654
file_-9OlCOVm5-o_30.wav,file_-9OlCOVm5-o_30.mp4,"singing bowl",0.801826,1.837048,0.692582,0.631243,0.513223
file_0viVGHuNVIc_120.wav,file_0viVGHuNVIc_120.mp4,"skidding",0.818974,2.009495,0.703912,0.819332,0.486251
file_0glBUluF4Yk_175.wav,file_0glBUluF4Yk_175.mp4,"fox barking",0.920279,2.387499,0.667035,0.938086,0.782377
file_0VW26aTHE14_30.wav,file_0VW26aTHE14_30.mp4,"playing electric guitar",0.843837,1.985379,0.745941,0.674935,0.564503
file_0-fd-lvizrY_24.wav,file_0-fd-lvizrY_24.mp4,"yodelling",0.968897,2.626552,0.769928,0.915680,0.940945
file_0wRsK8Qv_zs_186.wav,file_0wRsK8Qv_zs_186.mp4,"singing choir",0.872461,2.076883,0.769605,0.674564,0.632713
file_-DapSUnPLLc_41.wav,file_-DapSUnPLLc_41.mp4,"volcano explosion",0.937291,2.421556,0.781533,0.917415,0.722608
file_-4eXuXHZw_A_30.wav,file_-4eXuXHZw_A_30.mp4,"playing snare drum",0.797152,1.885451,0.731501,0.686894,0.467056
file_-6WHMBzZjbc_131.wav,file_-6WHMBzZjbc_131.mp4,"playing squash",0.894130,2.213695,0.662694,0.861880,0.689121
file_0OpxkRRNY7s_30.wav,file_0OpxkRRNY7s_30.mp4,"wind noise",0.903123,2.341116,0.793324,0.932278,0.615514
file_0nZtro5zbHg_30.wav,file_0nZtro5zbHg_30.mp4,"female singing",0.929828,2.317423,0.747146,0.753549,0.816728
file_-1oRfe0FQI8_60.wav,file_-1oRfe0FQI8_60.mp4,"railroad car, train wagon",0.788141,1.858337,0.759632,0.620396,0.478309
file_-2qJQqXbtZs_128.wav,file_-2qJQqXbtZs_128.mp4,"vacuum cleaner cleaning floors",0.905947,2.207687,0.720500,0.793614,0.693573
file_-aY9NqOlPEI_1.wav,file_-aY9NqOlPEI_1.mp4,"cat meowing",0.899139,2.176323,0.740368,0.768255,0.667700
file_-cT03CPlOqc_161.wav,file_-cT03CPlOqc_161.mp4,"mynah bird singing",0.927806,2.331545,0.828640,0.807771,0.695133
file_0vHTUkZJeDQ_30.wav,file_0vHTUkZJeDQ_30.mp4,"female speech, woman speaking",0.880464,2.266112,0.820050,0.891005,0.555056
file_0pRdypmAtFw_170.wav,file_0pRdypmAtFw_170.mp4,"playing bass guitar",0.888962,2.176340,0.761985,0.802340,0.612015
file_-5pcv3sZHEE_3.wav,file_-5pcv3sZHEE_3.mp4,"opening or closing car doors",0.933058,2.324911,0.785271,0.775678,0.763962
file_0qyzwG7i9Q0_200.wav,file_0qyzwG7i9Q0_200.mp4,"wind rustling leaves",0.870990,2.127269,0.770808,0.787282,0.569179
file_-BpMHfa2Saw_30.wav,file_-BpMHfa2Saw_30.mp4,"playing violin, fiddle",0.808533,1.878394,0.717091,0.654602,0.506701
file_0HAbgAi0oGo_30.wav,file_0HAbgAi0oGo_30.mp4,"goose honking",0.888442,2.137536,0.755022,0.743194,0.639320
file_0EBpWtDrfSw_69.wav,file_0EBpWtDrfSw_69.mp4,"opening or closing car doors",0.931750,2.380083,0.706814,0.892791,0.780478
file_0PBX4Hh3GEQ_9.wav,file_0PBX4Hh3GEQ_9.mp4,"male speech, man speaking",0.864014,2.131477,0.809327,0.775519,0.546631
file_0Q4d-Undq14_42.wav,file_0Q4d-Undq14_42.mp4,"playing accordion",0.833940,1.904778,0.661518,0.636125,0.607136
file_0WltuWee7VM_31.wav,file_0WltuWee7VM_31.mp4,"squishing water",0.959056,2.536620,0.851356,0.925952,0.759311
file_0o8e5SzQgaw_336.wav,file_0o8e5SzQgaw_336.mp4,"rope skipping",0.871942,2.118278,0.675930,0.826891,0.615457
file_0UwKSqfB9sE_134.wav,file_0UwKSqfB9sE_134.mp4,"golf driving",0.897765,2.219028,0.750563,0.835786,0.632679
file_0VPuWBiObdY_43.wav,file_0VPuWBiObdY_43.mp4,"gibbon howling",0.907443,2.209284,0.690841,0.777407,0.741036
file_0eaOknT-OS8_1.wav,file_0eaOknT-OS8_1.mp4,"female speech, woman speaking",0.938184,2.445627,0.897542,0.863544,0.684541
file_0qCtnFuvXHo_27.wav,file_0qCtnFuvXHo_27.mp4,"car engine idling",0.804218,1.864971,0.701001,0.667171,0.496799
file_0UeEkqkZmvo_160.wav,file_0UeEkqkZmvo_160.mp4,"playing washboard",0.934944,2.437486,0.776346,0.943636,0.717504
file_-aUbQi149eE_80.wav,file_-aUbQi149eE_80.mp4,"bird chirping, tweeting",0.831347,1.970612,0.734202,0.715911,0.520499
file_0MuNpkrgs5s_30.wav,file_0MuNpkrgs5s_30.mp4,"railroad car, train wagon",0.740934,1.708659,0.687990,0.605460,0.415209
file_-dG2kKcIUKY_4.wav,file_-dG2kKcIUKY_4.mp4,"engine accelerating, revving, vroom",0.898263,2.281893,0.817997,0.865948,0.597947
file_0J84jXyMtkM_19.wav,file_0J84jXyMtkM_19.mp4,"playing bagpipes",0.845645,1.976926,0.744623,0.606325,0.625978
file_-DMGengzmu0_11.wav,file_-DMGengzmu0_11.mp4,"crow cawing",0.912304,2.248755,0.710779,0.825345,0.712631
file_-17HGDPd8gE_30.wav,file_-17HGDPd8gE_30.mp4,"waterfall burbling",0.841303,2.056900,0.744027,0.798985,0.513888
file_-2poGMEmbbk_109.wav,file_-2poGMEmbbk_109.mp4,"using sewing machines",0.829981,1.925025,0.689164,0.689181,0.546681
file_-bi0SFPntUA_121.wav,file_-bi0SFPntUA_121.mp4,"telephone bell ringing",0.960531,2.491756,0.849013,0.834593,0.808150
file_0g7LdehGzkc_30.wav,file_0g7LdehGzkc_30.mp4,"playing acoustic guitar",0.898451,2.159643,0.725448,0.694635,0.739560
file_0Hn-Ltf_1Cs_30.wav,file_0Hn-Ltf_1Cs_30.mp4,"stream burbling",0.904121,2.291505,0.770114,0.890608,0.630783
file_0-hKukLaCWE_17.wav,file_0-hKukLaCWE_17.mp4,"playing guiro",0.917811,2.272856,0.731636,0.828858,0.712363
file_0hIfyGL9InM_137.wav,file_0hIfyGL9InM_137.mp4,"playing bassoon",0.868215,2.148860,0.687361,0.867086,0.594413
file_0WR6BPNosE0_40.wav,file_0WR6BPNosE0_40.mp4,"race car, auto racing",0.807434,1.942794,0.804907,0.636379,0.501507
file_-d6AbRPotBQ_97.wav,file_-d6AbRPotBQ_97.mp4,"airplane flyby",0.858436,2.051518,0.764441,0.716992,0.570086
file_-2sE_O4zGO0_129.wav,file_-2sE_O4zGO0_129.mp4,"playing castanets",0.949334,2.545766,0.905057,0.939972,0.700737
file_0U6l_tSUtQo_84.wav,file_0U6l_tSUtQo_84.mp4,"playing steel guitar, slide guitar",0.810441,1.833606,0.669015,0.590498,0.574092
file_-d1lAtyWGrM_17.wav,file_-d1lAtyWGrM_17.mp4,"lions roaring",0.831471,1.985258,0.717626,0.753058,0.514575
file_0MMTmM5OfQc_48.wav,file_0MMTmM5OfQc_48.mp4,"baby laughter",0.857986,2.025964,0.764212,0.633025,0.628726
file_0P_4VXwIYSg_30.wav,file_0P_4VXwIYSg_30.mp4,"car passing by",0.869340,2.100727,0.761024,0.762430,0.577273
file_0gt_x76yq1M_50.wav,file_0gt_x76yq1M_50.mp4,"playing tabla",0.828678,1.887441,0.661299,0.627572,0.598570
file_0FeDthkc9Dc_8.wav,file_0FeDthkc9Dc_8.mp4,"gibbon howling",0.952391,2.488981,0.735455,0.892532,0.860994
file_0J5h0X48VWw_110.wav,file_0J5h0X48VWw_110.mp4,"playing acoustic guitar",0.891065,2.126058,0.716876,0.721403,0.687779
file_-au4E_nffzk_428.wav,file_-au4E_nffzk_428.mp4,"playing volleyball",0.845245,2.188849,0.774321,0.911169,0.503359
file_0eZHWqzsRqU_5.wav,file_0eZHWqzsRqU_5.mp4,"elk bugling",0.879818,2.219565,0.729514,0.895983,0.594069
file_0MrdMvs6J2o_1.wav,file_0MrdMvs6J2o_1.mp4,"people cheering",0.866634,2.110714,0.810889,0.727766,0.572059
file_-4o0jRbgHr4_30.wav,file_-4o0jRbgHr4_30.mp4,"cat meowing",0.924905,2.408456,0.708825,0.953559,0.746072
file_0IOsmq3RCSw_360.wav,file_0IOsmq3RCSw_360.mp4,"thunder",0.942166,2.490721,0.800224,0.964433,0.726064
file_0sDYgBthJ4Q_424.wav,file_0sDYgBthJ4Q_424.mp4,"people slurping",0.942663,2.396449,0.741928,0.813042,0.841479
file_0L8nLe21fJk_143.wav,file_0L8nLe21fJk_143.mp4,"playing bassoon",0.842679,1.939694,0.686384,0.635210,0.618099
file_0G-ZXPdZISI_17.wav,file_0G-ZXPdZISI_17.mp4,"missile launch",0.902379,2.192552,0.687633,0.790843,0.714076
file_-7uVGGJ9ZkM_46.wav,file_-7uVGGJ9ZkM_46.mp4,"wood thrush calling",0.902344,2.286107,0.891983,0.765534,0.628590
file_0psseoagf9E_45.wav,file_0psseoagf9E_45.mp4,"playing cymbal",0.836734,2.009946,0.693087,0.788108,0.528751
file_0PGZgpC4KQk_100.wav,file_0PGZgpC4KQk_100.mp4,"turkey gobbling",0.834028,2.063389,0.723224,0.836067,0.504098
file_0vQ26sWRE2g_20.wav,file_0vQ26sWRE2g_20.mp4,"playing bass guitar",0.858866,2.035188,0.773815,0.637195,0.624178
file_0oEs4Hq2Ni0_29.wav,file_0oEs4Hq2Ni0_29.mp4,"tractor digging",0.915425,2.245625,0.777771,0.765821,0.702032
file_0-QjdXCBAX8_190.wav,file_0-QjdXCBAX8_190.mp4,"playing trombone",0.858280,2.052597,0.759470,0.726259,0.566867
file_0km0oa8TnBY_30.wav,file_0km0oa8TnBY_30.mp4,"typing on typewriter",0.873757,2.210258,0.855805,0.549322,0.805131
file_0WwxN4pYDcg_25.wav,file_0WwxN4pYDcg_25.mp4,"lions roaring",0.857579,2.123564,0.789127,0.804000,0.530437
file_0ESYUQpaKR8_23.wav,file_0ESYUQpaKR8_23.mp4,"playing glockenspiel",0.817756,1.882552,0.709778,0.626704,0.546070
file_-2Ugsiz1Ro4_88.wav,file_-2Ugsiz1Ro4_88.mp4,"turkey gobbling",0.910704,2.245835,0.773480,0.805047,0.667308
file_-30UVzI7M1Y_2.wav,file_-30UVzI7M1Y_2.mp4,"dog whimpering",0.906713,2.217757,0.766983,0.781965,0.668809
file_0tatQX-nBfs_30.wav,file_0tatQX-nBfs_30.mp4,"playing electronic organ",0.799180,1.833375,0.699317,0.624887,0.509171
